CaseID,Opened,Closed,Updated,Status,Status Notes,Responsible Agency,Category,Request Type,Request Details,Address,Supervisor District,Neighborhood,Point,Source,Media URL
3267898,01/13/2014 06:56:00 PM,,07/27/2015 06:20:00 AM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,Intersection of VAN NESS AVE and HAYES ST,5,Civic Center,"(37.7772999080878, -122.419693542124)",Voice In,
3266258,01/13/2014 01:41:00 PM,,06/30/2015 03:00:00 PM,Open,accepted,PUC Streetlights Queue,Streetlights,Streetlight - Other_Request_New_Streetlight,Other_Request_New_Streetlight on Metal Pole,Intersection of MISSION BAY NORTH BLVD and TERRY A FRANCOIS BLVD,6,Mission Bay,"(37.771287567, -122.38657764)",Open311,
3265849,01/13/2014 12:27:00 PM,,07/27/2015 06:20:00 AM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Concrete Pole,Intersection of CAPRA WAY and AVILA ST,2,Marina,"(37.8026185890546, -122.440780069487)",Voice In,
3261676,01/12/2014 02:04:00 AM,,07/27/2015 12:13:00 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,Intersection of MISSION ST and 25TH ST,9,Mission,"(37.7506397534798, -122.418287879469)",Voice In,
3256611,01/10/2014 12:06:00 PM,,07/27/2015 12:13:00 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,Intersection of MARINA BLVD and BUCHANAN ST,2,Marina,"(37.8050431617753, -122.433798091774)",Voice In,
3254753,01/09/2014 10:18:00 PM,,07/27/2015 12:13:00 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Other_Request_New_Streetlight,Other_Request_New_Streetlight on Metal Pole,"55 EXETER ST, SAN FRANCISCO, CA, 94124",10,Bret Harte,"(37.722070311967, -122.398642924848)",Open311,
3254589,01/09/2014 08:41:00 PM,,07/27/2015 12:13:00 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,Intersection of ALEMANY BLVD and INDUSTRIAL ST ON RAMP,9,Bernal Heights,"(37.7375657922767, -122.407252255355)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/52cf7a12df8615fd83baa470/report.jpg
3251229,01/09/2014 09:04:00 AM,,07/27/2015 12:13:00 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Concrete Pole,"30 ROBINHOOD DR, SAN FRANCISCO, CA, 94127",7,Sherwood Forest,"(37.737131979501, -122.458980894769)",Voice In,
3249688,01/08/2014 06:06:00 PM,,07/27/2015 12:13:00 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,"411 TEHAMA ST, SAN FRANCISCO, CA, 94103",6,South of Market,"(37.780665913824, -122.404626550618)",Voice In,
3245396,01/07/2014 06:56:00 PM,,06/29/2015 10:52:00 AM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Unknown Pole,"5229 MISSION ST, SAN FRANCISCO, CA, 94112",11,Mission Terrace,"(37.728637610218, -122.431481174846)",Voice In,
3240812,01/06/2014 06:41:00 PM,,07/27/2015 12:13:00 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,Intersection of 16TH ST and ILLINOIS ST,6,Mission Bay,"(37.7669577591236, -122.388164248982)",Web Self Service,https://311crm-prod.ad.sfgov.org/attachments/viewCaseNoteAttachments.jsp?caseid=3240812
3240008,01/06/2014 04:01:00 PM,,06/26/2015 05:02:00 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Other_Request_New_Streetlight,Other_Request_New_Streetlight on Wooden Pole,"1268 VERMONT ST, SAN FRANCISCO, CA, 94110",10,Potrero Hill,"(37.753579633139, -122.403511938612)",Web Self Service,
3239442,01/06/2014 02:24:00 PM,,07/27/2015 12:13:00 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Concrete Pole,Intersection of KEZAR DR and MARTIN LUTHER KING JR DR,5,Golden Gate Park,"(37.7671999552945, -122.458637029176)",Web Self Service,
3234232,01/05/2014 01:28:00 AM,,07/27/2015 12:13:00 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,Intersection of SUTTER ST and POLK ST,3,Lower Nob Hill,"(37.7877565649064, -122.420116153241)",Voice In,
3233931,01/04/2014 08:05:00 PM,,07/27/2015 12:13:00 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,Intersection of OCEAN AVE and PALOMA AVE,7,Ingleside Terraces,"(37.7292212382708, -122.468207612231)",Open311,
3233714,01/04/2014 05:58:00 PM,,07/27/2015 12:13:00 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Concrete Pole,Intersection of 19TH AVE and JUNIPERO SERRA BLVD,7,Parkmerced,"(37.7171739081747, -122.47257250671)",Open311,
3232379,01/04/2014 11:30:00 AM,,06/29/2015 10:52:00 AM,Open,accepted,PUC Streetlights Queue,Streetlights,Streetlight - Other_Request_New_Streetlight,Other_Request_New_Streetlight on Unknown Pole,"73 ELK ST, SAN FRANCISCO, CA, 94131",8,Glen Park,"(37.73633870595, -122.439603884036)",Voice In,
3231187,01/03/2014 06:43:00 PM,,06/30/2015 03:00:00 PM,Open,accepted,PUC Streetlights Queue,Streetlights,Streetlight - Other_Request_New_Streetlight,Other_Request_New_Streetlight on Unknown Pole,"1862 17TH ST, SAN FRANCISCO, CA, 94103",10,Potrero Hill,"(37.764857634078, -122.402206697496)",Open311,
3223395,01/01/2014 08:25:00 PM,,07/27/2015 06:20:00 AM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,"1607 OCEAN AVE, SAN FRANCISCO, CA, 94112",7,Ingleside,"(37.724424670824, -122.459550757855)",Web Self Service,
3219234,12/31/2013 01:31:00 PM,,06/26/2015 06:41:00 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,"1644 MCKINNON AVE, SAN FRANCISCO, CA, 94124",10,Bayview,"(37.736396783627, -122.390038828183)",Open311,
3197562,12/23/2013 11:21:00 PM,,07/27/2015 12:13:00 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,Intersection of ALEMANY BLVD and INDUSTRIAL ST ON RAMP,9,Bernal Heights,"(37.7375657922767, -122.407252255355)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/52b935eedf86f2495ce38f3e/report.jpg
3197532,12/23/2013 10:30:00 PM,,07/27/2015 12:13:00 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on TrafficSignal Pole,Intersection of HOWARD ST and MAIN ST,6,Financial District,"(37.7906126192417, -122.393407791143)",Web Self Service,
3189850,12/21/2013 12:09:00 PM,,07/27/2015 12:13:00 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,Intersection of SURREY ST and DIAMOND ST,8,Glen Park,"(37.7361985813042, -122.434401142952)",Voice In,
3181011,12/19/2013 12:21:00 AM,,07/27/2015 12:13:00 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Concrete Pole,Intersection of PANORAMA DR and TWIN PEAKS BLVD,7,Midtown Terrace,"(37.7466604177467, -122.449446433404)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/52b2ac8fdf863409b8dc2be3/photo_20131219_002123.jpg
3180226,12/18/2013 05:28:00 PM,,07/27/2015 12:13:00 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,"555 MISSION ROCK ST, SAN FRANCISCO, CA, 94107",6,Mission Bay,"(37.772392414205, -122.390795492867)",Web Self Service,
3179230,12/18/2013 01:56:16 PM,,12/19/2013 07:43:50 AM,Open,Open,Redevelopment Agency - G,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,Intersection of FILLMORE ST and OFARRELL ST,5,Western Addition,"(37.7832925866279, -122.432706326829)",Voice In,
3173378,12/16/2013 10:39:00 PM,,06/29/2015 10:52:00 AM,Open,accepted,PUC Streetlights Queue,Streetlights,Streetlight - Other_Request_New_Streetlight,Other_Request_New_Streetlight on Unknown Pole,"1991 ALEMANY BLVD, SAN FRANCISCO, CA, 94112",11,Cayuga,"(37.720344399893, -122.439208709476)",Voice In,
3166628,12/14/2013 05:37:00 PM,,07/27/2015 12:13:00 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Unknown Pole,Intersection of 18TH ST and CHURCH ST,8,Mission Dolores,"(37.7612895823341, -122.428354118317)",Voice In,
3159344,12/12/2013 01:12:00 PM,,07/27/2015 12:13:00 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,"695 JOHN MUIR DR, SAN FRANCISCO, CA, 94132",7,Lakeshore,"(37.716523710123, -122.497308791569)",Voice In,
3159154,12/12/2013 12:40:00 PM,,07/27/2015 12:13:00 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Concrete Pole,"129 DAKOTA ST, SAN FRANCISCO, CA, 94107",10,Potrero Hill,"(37.753808892835, -122.39565377577)",Voice In,
3158524,12/12/2013 10:52:00 AM,,07/27/2015 12:13:00 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Other_Request_New_Streetlight,Other_Request_New_Streetlight on Unknown Pole,Intersection of MARNE AVE and MIRALOMA DR,7,Sherwood Forest,"(37.7401379913828, -122.459122980296)",Voice In,
3156757,12/11/2013 06:56:00 PM,,07/27/2015 12:13:00 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Concrete Pole,"416 MOLIMO DR, SAN FRANCISCO, CA, 94127",7,Miraloma Park,"(37.73804609474, -122.45139045189)",Voice In,
3156476,12/11/2013 05:18:00 PM,,07/27/2015 12:13:00 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,Intersection of 15TH ST and MISSION ST,9,Mission,"(37.7666735118861, -122.419825155814)",Open311,
3153307,12/10/2013 11:02:00 PM,,07/27/2015 06:20:00 AM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Unknown Pole,Intersection of MISSION ST and 7TH ST,6,South of Market,"(37.7792117409108, -122.410936423898)",Web Self Service,
3153305,12/10/2013 10:58:00 PM,,07/27/2015 06:20:00 AM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Unknown Pole,Intersection of MCALLISTER ST and LARKIN ST,6,Civic Center,"(37.7804703027995, -122.416947563485)",Web Self Service,
3153249,12/10/2013 10:11:00 PM,,07/27/2015 06:20:00 AM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,"350 ALABAMA ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.754422766722, -122.411202459291)",Voice In,
3152141,12/10/2013 04:09:00 PM,,07/27/2015 12:13:00 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Other_Request_New_Streetlight,Other_Request_New_Streetlight on Unknown Pole,Intersection of COLUMBUS AVE and STOCKTON ST,3,North Beach,"(37.7994897502453, -122.409014281691)",Voice In,
3149136,12/09/2013 10:31:00 PM,,07/27/2015 12:13:00 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Other_Request_New_Streetlight,Other_Request_New_Streetlight on Unknown Pole,"1991 ALEMANY BLVD, SAN FRANCISCO, CA, 94112",11,Cayuga,"(37.720344399893, -122.439208709476)",Voice In,
3143705,12/08/2013 02:10:00 PM,,07/27/2015 12:13:00 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Unknown Pole,Intersection of 4TH ST and CHANNEL,6,Mission Bay,"(37.7743275512172, -122.391634004632)",Twitter,
3140475,12/07/2013 12:23:00 AM,,07/27/2015 12:13:00 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Unknown Pole,Intersection of OCTAVIA ST and SUTTER ST,5,Japantown,"(37.7869245189467, -122.426666837569)",Web Self Service,
3140186,12/06/2013 09:19:00 PM,,07/27/2015 12:13:00 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Unknown Pole,Intersection of HARBOR RD and NORTHRIDGE RD,10,Hunters Point,"(37.731009903332, -122.376999632203)",Voice In,
3139808,12/06/2013 05:46:00 PM,,07/27/2015 12:13:00 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,"555 MISSION ROCK ST, SAN FRANCISCO, CA, 94107",6,Mission Bay,"(37.772392414205, -122.390795492867)",Web Self Service,
3136458,12/05/2013 09:08:00 PM,,07/27/2015 12:13:00 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,Intersection of 4TH ST and UCSF LN,6,Mission Bay,"(37.76966054382, -122.391070488366)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/52a15bb3df8616b0b70d338b/report.jpg
3134218,12/05/2013 11:25:00 AM,,07/27/2015 12:13:00 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,Intersection of 6TH ST and HARRISON ST,6,South of Market,"(37.7772728210938, -122.404070192491)",Voice In,
3130278,12/04/2013 11:51:00 AM,,12/17/2013 09:24:00 AM,Open,,DPW - Bureau of Building Repair,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,Intersection of FILLMORE ST and OFARRELL ST,5,Western Addition,"(37.7832925866279, -122.432706326829)",Voice In,
3126974,12/03/2013 02:19:00 PM,,07/27/2015 12:13:00 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,Intersection of MISSION ROCK ST and 4TH ST,6,Mission Bay,"(37.7729307401408, -122.389716577705)",Voice In,
3125371,12/03/2013 09:53:00 AM,,07/27/2015 12:13:00 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,Intersection of 4TH ST and CHINA BASIN ST,6,Mission Bay,"(37.7718972130231, -122.391284195129)",Voice In,
3123623,12/02/2013 04:06:00 PM,,07/27/2015 12:13:00 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Other_Request_New_Streetlight,Other_Request_New_Streetlight on Unknown Pole,"360 RITCH ST, SAN FRANCISCO, CA, 94107",6,South of Market,"(37.778828169418, -122.394061619678)",Voice In,
3121777,12/02/2013 11:16:00 AM,,07/27/2015 12:13:00 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Other_Request_New_Streetlight,Other_Request_New_Streetlight on Unknown Pole,Intersection of MOSCOW ST and PERSIA AVE,11,Excelsior,"(37.7197117032671, -122.428804611326)",Web Self Service,
3121178,12/02/2013 09:43:00 AM,,07/27/2015 12:13:00 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Other_Request_New_Streetlight,Other_Request_New_Streetlight on Unknown Pole,Intersection of WISCONSIN ST and CAROLINA ST,10,Potrero Hill,"(37.7526038175996, -122.398491053221)",Web Self Service,
3117876,11/30/2013 07:15:00 PM,,07/27/2015 12:13:00 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,"1936 OCEAN AVE, SAN FRANCISCO, CA, 94127",7,,"(37.725908648, -122.463237969)",Web Self Service,
3115752,11/29/2013 05:56:00 PM,,07/27/2015 12:13:00 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Other_Request_New_Streetlight,Other_Request_New_Streetlight on Unknown Pole,Intersection of 16TH ST and SOUTH VAN NESS AVE,9,Mission,"(37.7651831912165, -122.417486629712)",Voice In,
3115473,11/29/2013 04:12:00 PM,,07/27/2015 12:13:00 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Other_Request_New_Streetlight,Other_Request_New_Streetlight on Unknown Pole,Intersection of 22ND ST and SAN JOSE AVE,8,Dolores Heights,"(37.7552681429828, -122.421435369739)",Voice In,
3115305,11/29/2013 03:25:00 PM,,06/29/2015 10:52:00 AM,Open,accepted,PUC Streetlights Queue,Streetlights,Streetlight - Other_Request_New_Streetlight,Other_Request_New_Streetlight on Unknown Pole,Intersection of DOUGLASS ST and MARKET ST,8,Eureka Valley,"(37.7614245622134, -122.43941389057)",Voice In,
3107515,11/26/2013 07:36:00 PM,,06/26/2015 05:03:00 PM,Open,accepted,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,Intersection of 44TH AVE and JUDAH ST,4,Outer Sunset,"(37.7605191652225, -122.50378549129)",Voice In,
3104445,11/26/2013 08:36:00 AM,,07/27/2015 04:27:00 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,Intersection of BAY SHORE BLVD and HILTON ST,9,Apparel City,"(37.739059882372, -122.407114194451)",Voice In,
3103707,11/25/2013 07:52:00 PM,,07/27/2015 04:27:00 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,"531 BAY SHORE BLVD, SAN FRANCISCO, CA, 94124",10,,"(37.738739374, -122.406704035)",Open311,
3103701,11/25/2013 07:51:00 PM,,06/26/2015 06:42:00 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,Intersection of BAY SHORE BLVD and INDUSTRIAL ST,9,Bernal Heights,"(37.7379657839474, -122.406910400922)",Open311,
3103407,11/25/2013 05:38:00 PM,,07/27/2015 04:27:00 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,Intersection of ILLINOIS ST and,10,Central Waterfront,"(37.751606515, -122.386683313)",Open311,
3103272,11/25/2013 05:07:00 PM,,07/27/2015 04:27:00 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Unknown Pole,Intersection of JUNIPERO SERRA BLVD and OCEAN AVE,7,Merced Manor,"(37.7312054765231, -122.472160169375)",Voice In,
3099626,11/24/2013 08:33:00 PM,,07/27/2015 04:27:00 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,Intersection of 44TH AVE and JUDAH ST,4,Outer Sunset,"(37.7605191652225, -122.50378549129)",Voice In,
3093510,11/22/2013 11:35:00 AM,,07/27/2015 04:27:00 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Other_Request_New_Streetlight,Other_Request_New_Streetlight on Unknown Pole,Intersection of POLK ST and POST ST,0,Lower Nob Hill,"(37.7868276010985, -122.419928071258)",Voice In,
3093051,11/22/2013 10:20:00 AM,,07/27/2015 05:06:00 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,Intersection of MAGELLAN AVE and PACHECO ST,7,Forest Hill,"(37.7463615807932, -122.461710026736)",Open311,
3092587,11/22/2013 08:59:00 AM,,07/27/2015 05:06:00 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Unknown Pole,Intersection of 8TH AVE and CLEMENT ST,1,Inner Richmond,"(37.7828494620904, -122.466562728211)",Voice In,
3091870,11/21/2013 11:02:00 PM,,07/27/2015 05:06:00 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,"2411 OCEAN AVE, SAN FRANCISCO, CA, 94127",7,Ingleside Terraces,"(37.730057167516, -122.469910986387)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/528f0195df863bc119d0a3b2/report.jpg
3091854,11/21/2013 10:45:00 PM,,07/27/2015 05:06:00 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,"1930 OCEAN AVE, SAN FRANCISCO, CA, 94127",7,Mt. Davidson Manor,"(37.725841931646, -122.463284734364)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/528efd91df863bc119d0a376/report.jpg
3091848,11/21/2013 10:40:00 PM,,07/27/2015 05:06:00 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,"625 FAXON AVE, SAN FRANCISCO, CA, 94112",7,Westwood Park,"(37.725146845701, -122.460016075921)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/528efc42df863bc119d0a35c/report.jpg
3091779,11/21/2013 09:57:00 PM,,07/27/2015 05:06:00 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Unknown Pole,"7 BUENA VISTA EAST AVE, SAN FRANCISCO, CA, 94117",5,Buena Vista,"(37.770781118437, -122.440224758072)",Web Self Service,
3087635,11/20/2013 09:48:00 PM,,07/27/2015 04:27:00 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,Intersection of LEE AVE and OCEAN AVE,7,Ingleside,"(37.7234570066211, -122.454115898038)",Open311,
3087264,11/20/2013 06:48:00 PM,,07/27/2015 04:27:00 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,Intersection of DON CHEE WAY and STEUART ST,3,Financial District,"(37.7937725101079, -122.393860826447)",Web Self Service,
3087236,11/20/2013 06:36:00 PM,,07/27/2015 04:27:00 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Unknown Pole,Intersection of BEALE ST and HARRISON ST,6,Rincon Hill,"(37.7874551164624, -122.391179585987)",Open311,
3087059,11/20/2013 05:36:00 PM,,07/27/2015 04:27:00 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,"4801 3RD ST, SAN FRANCISCO, CA, 94124",10,Bayview,"(37.734559620162, -122.390548592963)",Open311,
3084844,11/20/2013 11:04:00 AM,,07/27/2015 05:06:00 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,"235 EDDY ST, SAN FRANCISCO, CA, 94102",6,Tenderloin,"(37.78378216508, -122.411563398867)",Voice In,
3084797,11/20/2013 10:57:00 AM,,07/27/2015 05:06:00 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,Intersection of 17TH ST and TREAT AVE,9,Mission,"(37.7638231032637, -122.413587566349)",Web Self Service,
3081704,11/19/2013 02:52:00 PM,,06/29/2015 10:52:00 AM,Open,accepted,PUC Streetlights Queue,Streetlights,Streetlight - Other_Request_New_Streetlight,Other_Request_New_Streetlight on Unknown Pole,Intersection of JESSIE ST and MCCOPPIN ST,6,South of Market,"(37.771679990154, -122.421110028219)",Voice In,
3079135,11/18/2013 10:12:00 PM,,07/27/2015 05:06:00 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,"1930 OCEAN AVE, SAN FRANCISCO, CA, 94127",7,Mt. Davidson Manor,"(37.725841931646, -122.463284734364)",Open311,
3076815,11/18/2013 12:58:00 PM,,07/27/2015 04:27:00 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,"2100 BAY SHORE BLVD, SAN FRANCISCO, CA, 94134",10,Visitacion Valley,"(37.713631017431, -122.400393636021)",Voice In,
3072485,11/16/2013 06:59:00 PM,,07/27/2015 04:27:00 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,Intersection of CHURCH ST and MARKET ST,8,Duboce Triangle,"(37.7675043889879, -122.42894869198)",Voice In,
3072282,11/16/2013 06:04:00 PM,,07/27/2015 04:27:00 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,"10 UNITED NATIONS PLZ, SAN FRANCISCO, CA, 94102",0,,"(37.779931361163, -122.413525909591)",Voice In,
3070336,11/15/2013 10:23:00 PM,,07/27/2015 04:27:00 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,"1751 MARKET ST, SAN FRANCISCO, CA, 94103",6,South of Market,"(37.771941237587, -122.42292433415)",Voice In,
3070244,11/15/2013 09:31:00 PM,,07/27/2015 04:27:00 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Unknown Pole,"2310 BUCHANAN ST, SAN FRANCISCO, CA, 94115",2,Pacific Heights,"(37.791627725766, -122.430856041866)",Voice In,
3067811,11/15/2013 11:11:00 AM,,07/27/2015 04:27:00 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Wooden Pole,Intersection of BRANNAN ST and DELANCEY ST,6,South Beach,"(37.7836091422541, -122.389846394555)",Voice In,
3065634,11/14/2013 05:51:00 PM,,07/27/2015 05:06:00 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,"3752 20TH ST, SAN FRANCISCO, CA, 94110",8,,"(37.758400656, -122.424707117)",Open311,
3062202,11/14/2013 07:49:00 AM,,06/26/2015 05:04:00 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Unknown Pole,Intersection of 17TH ST and RHODE ISLAND ST,10,Potrero Hill,"(37.764781136493, -122.402563499061)",Web Self Service,
3062158,11/14/2013 07:34:00 AM,,06/26/2015 05:05:00 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,Intersection of 16TH ST and RHODE ISLAND ST,10,Potrero Hill,"(37.7660746203886, -122.402684865075)",Web Self Service,
3061779,11/13/2013 10:11:00 PM,,07/27/2015 05:06:00 PM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,"1059 HOWARD ST, SAN FRANCISCO, CA, 94103",6,South of Market,"(37.778613197083, -122.408485630542)",Voice In,
